ID,sports,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,music,shopping,yoga,sports_partner,tvsports_partner,exercise_partner,dining_partner,art_partner,hiking_partner,gaming_partner,clubbing_partner,reading_partner,tv_partner,theater_partner,movies_partner,music_partner,shopping_partner,yoga_partner,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,attractive,sincere,intelligence,funny,ambition,age,age_o,age_flag,age_radius,longitude,latitude,distance_km,interest_flag,gender,gender_text,gender_partner,gender_partner_him,gender_partner_her,gender_partner_them,gender_partner_text
6337,6.0,6.0,6.0,6.0,7.0,3.0,3.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,4.0,8.0,2.0,7.0,7.0,6.0,3.0,6.0,3.0,2.0,2.0,5.0,6.0,4.0,4.0,7.0,1.0,2.0,2.0,3.0,2.0,6.0,6.0,6.0,7.0,7.0,22,24,1,23,11.933628,43.355318,0,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6338,7.0,2.0,5.0,4.0,6.0,5.0,4.0,3.0,8.0,3.0,6.0,8.0,7.0,3.0,3.0,4.0,6.0,7.0,2.0,6.0,8.0,4.0,8.0,6.0,5.0,7.0,5.0,6.0,8.0,7.0,2.0,2.0,3.0,2.0,2.0,4.0,8.0,4.0,6.0,5.0,25,23,0,0,16.042843,40.918414,60,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6339,7.0,2.0,6.0,7.0,7.0,8.0,4.0,8.0,7.0,6.0,6.0,7.0,7.0,5.0,4.0,7.0,2.0,6.0,6.0,8.0,8.0,4.0,9.0,7.0,6.0,6.0,7.0,8.0,6.0,4.0,1.0,4.0,2.0,3.0,2.0,5.0,8.0,8.0,6.0,8.0,24,29,0,0,14.749813,41.589798,70,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6340,9.0,9.0,6.0,5.0,8.0,8.0,5.0,6.0,5.0,9.0,8.0,8.0,8.0,2.0,6.0,8.0,8.0,2.0,5.0,5.0,5.0,6.0,3.0,6.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,8.0,8.0,5.0,8.0,8.0,25,30,0,0,8.759492,44.600567,80,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6341,7.0,5.0,3.0,9.0,9.0,8.0,2.0,5.0,4.0,5.0,6.0,7.0,8.0,8.0,7.0,7.0,5.0,3.0,8.0,10.0,8.0,2.0,5.0,4.0,5.0,6.0,7.0,9.0,8.0,7.0,1.0,3.0,3.0,2.0,2.0,3.0,7.0,3.0,9.0,5.0,29,25,1,17,15.83588880332004,38.39591877862272,30,1,3,"they,them","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6342,4.0,5.0,8.0,4.0,8.0,2.0,3.0,2.0,8.0,6.0,7.0,7.0,8.0,2.0,2.0,2.0,7.0,3.0,5.0,4.0,2.0,6.0,6.0,2.0,4.0,2.0,2.0,7.0,8.0,7.0,2.0,2.0,3.0,2.0,2.0,7.0,8.0,6.0,8.0,6.0,26,29,0,0,7.913643,44.088261,80,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6343,9.0,7.0,8.0,5.0,6.0,6.0,4.0,8.0,6.0,5.0,5.0,5.0,8.0,4.0,6.0,9.0,7.0,8.0,5.0,6.0,6.0,4.0,8.0,6.0,5.0,5.0,5.0,9.0,4.0,6.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,8.0,7.0,8.0,22,28,1,40,9.145116,45.580221,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
6344,7.0,4.0,6.0,6.0,4.0,5.0,5.0,8.0,7.0,8.0,6.0,8.0,6.0,7.0,4.0,7.0,4.0,6.0,6.0,4.0,5.0,5.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,6.0,6.0,5.0,25,28,0,0,12.134758,45.493781,10,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6345,7.0,9.0,6.0,7.0,7.0,2.0,2.0,5.0,8.0,9.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,6.0,7.0,8.0,2.0,2.0,5.0,8.0,9.0,8.0,8.0,8.0,8.0,5.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,4.0,8.0,6.0,25,24,0,0,8.84594,45.734437,30,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6346,7.0,3.0,7.0,6.0,6.0,6.0,4.0,8.0,7.0,8.0,5.0,6.0,6.0,5.0,5.0,8.0,2.0,7.0,6.0,7.0,6.0,4.0,9.0,6.0,8.0,5.0,6.0,7.0,6.0,5.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,6.0,7.0,24,29,1,45,11.112298,46.756849,70,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6347,8.0,7.0,8.0,7.0,7.0,5.0,5.0,8.0,6.0,8.0,7.0,7.0,6.0,7.0,4.0,6.0,6.0,5.0,6.0,2.0,8.0,6.0,3.0,3.0,2.0,6.0,4.0,7.0,8.0,3.0,2.0,3.0,3.0,3.0,2.0,7.0,8.0,8.0,7.0,6.0,25,23,1,7,9.22555,45.347863,80,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6348,9.0,9.0,8.0,8.0,6.0,8.0,9.0,8.0,8.0,10.0,8.0,7.0,9.0,9.0,2.0,3.0,4.0,3.0,6.0,6.0,5.0,3.0,9.0,5.0,8.0,6.0,7.0,3.0,4.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,7.0,3.0,2.0,6.0,27,32,1,44,11.443384183242921,43.26553546381773,20,0,3,"they,them","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6349,9.0,7.0,7.0,7.0,7.0,6.0,2.0,6.0,4.0,3.0,6.0,5.0,7.0,4.0,4.0,9.0,6.0,7.0,7.0,8.0,6.0,2.0,7.0,3.0,3.0,6.0,5.0,8.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,6.0,6.0,6.0,28,27,1,35,8.968699,45.236927,10,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6350,8.0,7.0,8.0,7.0,7.0,5.0,2.0,6.0,5.0,8.0,4.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,1.0,6.0,6.0,2.0,3.0,5.0,5.0,3.0,5.0,6.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,8.0,6.0,4.0,5.0,27,24,1,56,17.282549,40.716517,50,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6351,4.0,3.0,6.0,6.0,6.0,2.0,3.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,4.0,6.0,8.0,1.0,6.0,5.0,7.0,9.0,1.0,8.0,5.0,3.0,8.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,7.0,8.0,8.0,7.0,8.0,25,24,1,93,15.674408,38.25658,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6352,7.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,7.0,3.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,6.0,8.0,3.0,7.0,5.0,8.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,7.0,7.0,6.0,7.0,23,28,1,37,15.098006,37.533408,50,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6353,3.0,6.0,8.0,8.0,8.0,7.0,2.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,2.0,3.0,6.0,8.0,8.0,9.0,7.0,2.0,8.0,8.0,6.0,8.0,7.0,7.0,8.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,8.0,6.0,5.0,5.0,27,29,1,54,12.999481,45.985046,30,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6354,7.0,5.0,6.0,7.0,6.0,4.0,6.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,3.0,8.0,5.0,5.0,7.0,7.0,4.0,6.0,8.0,6.0,7.0,7.0,7.0,9.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,6.0,8.0,7.0,7.0,8.0,28,30,1,27,10.960048,43.838173,0,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
6355,7.0,2.0,7.0,7.0,7.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,8.0,2.0,7.0,6.0,8.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,27,30,0,0,9.802364,45.400927,100,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6356,7.0,7.0,7.0,7.0,8.0,5.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,5.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,9.0,2.0,2.0,3.0,2.0,2.0,7.0,6.0,7.0,7.0,6.0,26,28,0,0,15.777383,41.63349,40,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
6357,3.0,3.0,5.0,7.0,7.0,6.0,4.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,2.0,6.0,2.0,4.0,4.0,4.0,6.0,9.0,6.0,8.0,5.0,7.0,3.0,7.0,8.0,2.0,3.0,3.0,2.0,2.0,6.0,8.0,6.0,6.0,4.0,25,24,1,44,8.768378,46.087656,20,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6358,7.0,3.0,7.0,7.0,4.0,4.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,4.0,5.0,7.0,2.0,7.0,6.0,4.0,4.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,8.0,8.0,7.0,6.0,28,23,1,61,9.313829,45.687558,10,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6359,5.0,5.0,5.0,7.0,4.0,4.0,4.0,3.0,5.0,8.0,4.0,7.0,4.0,3.0,2.0,2.0,2.0,3.0,6.0,4.0,6.0,3.0,6.0,1.0,7.0,3.0,2.0,3.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,5.0,6.0,8.0,27,23,1,60,7.513324,45.354324,100,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6360,7.0,5.0,6.0,6.0,2.0,5.0,3.0,4.0,7.0,6.0,2.0,4.0,4.0,2.0,2.0,5.0,7.0,3.0,3.0,5.0,6.0,6.0,3.0,1.0,2.0,4.0,4.0,4.0,8.0,7.0,2.0,2.0,3.0,2.0,2.0,7.0,6.0,4.0,8.0,8.0,28,22,0,0,8.634826,45.710307,10,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6361,5.0,5.0,2.0,7.0,6.0,6.0,3.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,1.0,6.0,7.0,6.0,3.0,8.0,5.0,6.0,7.0,6.0,8.0,7.0,6.0,3.0,2.0,2.0,1.0,2.0,8.0,8.0,9.0,8.0,8.0,24,25,0,0,12.405543,45.173662,50,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
6362,9.0,2.0,4.0,7.0,7.0,7.0,3.0,6.0,4.0,2.0,7.0,7.0,8.0,7.0,4.0,9.0,2.0,3.0,6.0,8.0,7.0,3.0,6.0,4.0,2.0,7.0,7.0,9.0,7.0,4.0,2.0,1.0,3.0,3.0,1.0,7.0,5.0,6.0,8.0,4.0,31,33,0,0,10.99098,43.881256,50,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6363,7.0,5.0,6.0,6.0,2.0,5.0,3.0,4.0,7.0,6.0,2.0,4.0,4.0,2.0,2.0,8.0,5.0,6.0,6.0,2.0,5.0,3.0,4.0,6.0,6.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,6.0,4.0,8.0,8.0,28,25,0,0,11.670499,45.448343,30,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6364,9.0,9.0,8.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,5.0,2.0,9.0,8.0,8.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,8.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,8.0,5.0,8.0,23,33,1,75,9.681956,44.001207,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6365,5.0,7.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,4.0,6.0,3.0,6.0,6.0,7.0,4.0,6.0,6.0,4.0,2.0,8.0,5.0,5.0,8.0,8.0,4.0,1.0,2.0,3.0,2.0,2.0,6.0,8.0,6.0,6.0,7.0,30,27,1,96,10.520122,44.722273,30,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6366,7.0,3.0,4.0,6.0,6.0,7.0,2.0,7.0,6.0,2.0,5.0,6.0,8.0,2.0,9.0,7.0,2.0,3.0,6.0,6.0,7.0,2.0,8.0,6.0,2.0,5.0,6.0,8.0,2.0,9.0,2.0,3.0,3.0,3.0,2.0,6.0,8.0,8.0,7.0,5.0,21,32,1,13,16.485745,39.143057,100,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6367,7.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,4.0,4.0,7.0,6.0,4.0,5.0,8.0,6.0,5.0,7.0,3.0,5.0,7.0,7.0,7.0,8.0,2.0,4.0,6.0,7.0,8.0,2.0,2.0,3.0,3.0,2.0,6.0,7.0,8.0,8.0,4.0,23,24,0,0,12.482924,45.705597,90,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6368,7.0,3.0,6.0,8.0,8.0,7.0,2.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,3.0,3.0,3.0,1.0,6.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,6.0,8.0,8.0,2.0,2.0,3.0,3.0,2.0,7.0,6.0,7.0,8.0,7.0,22,28,1,82,12.640949,45.665664,10,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6369,6.0,3.0,6.0,8.0,4.0,2.0,4.0,8.0,7.0,6.0,5.0,7.0,4.0,7.0,4.0,7.0,8.0,8.0,6.0,6.0,2.0,4.0,5.0,1.0,4.0,3.0,7.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,7.0,6.0,7.0,6.0,6.0,26,27,0,0,12.631783,38.1392,80,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6370,3.0,2.0,3.0,8.0,7.0,6.0,4.0,9.0,7.0,5.0,8.0,7.0,6.0,4.0,9.0,3.0,2.0,3.0,8.0,8.0,6.0,4.0,10.0,6.0,5.0,8.0,7.0,7.0,5.0,9.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0,8.0,5.0,8.0,26,30,1,8,10.316079,43.561407,70,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6371,9.0,9.0,8.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,5.0,2.0,9.0,8.0,8.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,8.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,8.0,5.0,8.0,23,29,0,0,15.477066,38.22558,0,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6372,7.0,2.0,7.0,7.0,7.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,6.0,5.0,2.0,2.0,8.0,6.0,4.0,8.0,4.0,4.0,4.0,4.0,7.0,8.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,27,26,1,64,12.910683,42.318384,60,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6373,4.0,3.0,8.0,5.0,3.0,3.0,3.0,7.0,2.0,6.0,3.0,2.0,6.0,7.0,4.0,5.0,6.0,3.0,4.0,6.0,3.0,4.0,8.0,5.0,7.0,5.0,3.0,4.0,6.0,4.0,2.0,2.0,2.0,3.0,1.0,6.0,6.0,7.0,4.0,3.0,27,25,0,0,9.24116,39.174992,50,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6374,7.0,4.0,3.0,8.0,7.0,7.0,4.0,5.0,7.0,6.0,6.0,7.0,8.0,7.0,4.0,2.0,8.0,6.0,6.0,5.0,6.0,4.0,8.0,2.0,8.0,3.0,4.0,4.0,8.0,8.0,3.0,2.0,3.0,2.0,2.0,7.0,8.0,7.0,6.0,7.0,28,23,0,0,8.677312,45.365814,10,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6375,3.0,4.0,4.0,7.0,6.0,7.0,4.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,7.0,7.0,7.0,4.0,8.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,6.0,8.0,8.0,6.0,8.0,30,22,0,0,11.494866,46.369928,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6376,5.0,2.0,3.0,4.0,3.0,8.0,2.0,6.0,6.0,2.0,2.0,6.0,4.0,3.0,9.0,5.0,2.0,3.0,4.0,3.0,8.0,2.0,6.0,6.0,2.0,2.0,6.0,4.0,3.0,9.0,1.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,7.0,7.0,31,26,1,3,10.395982,43.945046,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6377,5.0,5.0,7.0,7.0,6.0,4.0,3.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,3.0,5.0,5.0,7.0,6.0,6.0,4.0,3.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,3.0,2.0,2.0,3.0,2.0,2.0,7.0,7.0,7.0,6.0,7.0,25,24,1,60,12.527687,45.44979,60,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6378,6.0,4.0,6.0,8.0,7.0,6.0,5.0,7.0,4.0,6.0,8.0,6.0,7.0,4.0,8.0,6.0,4.0,3.0,7.0,4.0,7.0,7.0,3.0,5.0,3.0,4.0,3.0,7.0,6.0,7.0,1.0,2.0,3.0,3.0,2.0,6.0,7.0,6.0,7.0,4.0,27,28,1,78,12.509269,42.310696,20,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6379,2.0,2.0,5.0,8.0,7.0,6.0,2.0,6.0,8.0,2.0,7.0,7.0,8.0,2.0,5.0,2.0,2.0,4.0,8.0,8.0,6.0,2.0,7.0,8.0,2.0,7.0,7.0,8.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,8.0,6.0,8.0,29,27,0,0,10.428462,43.442322,80,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6380,7.0,6.0,8.0,7.0,5.0,2.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,8.0,3.0,8.0,6.0,8.0,7.0,5.0,2.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,8.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,7.0,8.0,7.0,8.0,26,25,0,0,11.39776,46.240289,0,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6381,4.0,4.0,6.0,6.0,7.0,6.0,3.0,3.0,5.0,7.0,6.0,7.0,6.0,4.0,5.0,4.0,4.0,5.0,6.0,8.0,6.0,3.0,3.0,5.0,7.0,6.0,7.0,6.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,8.0,5.0,6.0,8.0,38,34,1,67,12.876633,46.113648,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6382,8.0,7.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,7.0,7.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,6.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,6.0,7.0,5.0,6.0,6.0,28,24,1,2,9.258258,44.895427,0,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6383,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,1.0,3.0,3.0,2.0,2.0,6.0,8.0,8.0,6.0,7.0,26,30,0,0,12.64734,45.914268,50,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6384,4.0,2.0,4.0,7.0,7.0,8.0,2.0,2.0,8.0,6.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,7.0,7.0,6.0,5.0,4.0,5.0,1.0,8.0,4.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,8.0,7.0,6.0,5.0,6.0,24,31,0,0,10.988261,45.309085,90,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6385,6.0,6.0,6.0,6.0,7.0,3.0,3.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,4.0,3.0,6.0,3.0,1.0,6.0,8.0,2.0,3.0,5.0,8.0,5.0,3.0,6.0,6.0,8.0,1.0,2.0,2.0,3.0,2.0,6.0,6.0,6.0,7.0,7.0,22,26,0,0,16.959292,40.569373,90,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6386,7.0,2.0,6.0,4.0,2.0,5.0,3.0,5.0,7.0,6.0,4.0,7.0,2.0,2.0,2.0,7.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,7.0,6.0,4.0,7.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,8.0,5.0,8.0,6.0,25,27,0,0,12.227506,43.098478,20,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6387,4.0,4.0,5.0,7.0,8.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,3.0,4.0,4.0,6.0,8.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,8.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,5.0,6.0,5.0,4.0,5.0,25,24,1,77,10.231483,44.909043,80,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6388,7.0,6.0,7.0,9.0,7.0,2.0,5.0,6.0,9.0,7.0,7.0,8.0,6.0,5.0,3.0,7.0,6.0,7.0,8.0,8.0,2.0,5.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,7.0,8.0,9.0,8.0,10.0,26,25,0,0,17.045755098947218,42.360638318463565,90,1,3,"they,them","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
6389,7.0,7.0,6.0,8.0,7.0,2.0,5.0,6.0,8.0,8.0,7.0,7.0,6.0,5.0,2.0,6.0,5.0,5.0,7.0,6.0,7.0,5.0,8.0,2.0,3.0,4.0,7.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,7.0,8.0,8.0,26,26,0,0,12.028201,43.567896,40,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6390,9.0,5.0,8.0,7.0,8.0,3.0,2.0,8.0,7.0,5.0,5.0,4.0,6.0,9.0,7.0,3.0,7.0,2.0,5.0,6.0,5.0,4.0,6.0,1.0,8.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,8.0,8.0,8.0,26,25,0,0,11.87417,45.50257,80,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6391,7.0,2.0,5.0,4.0,6.0,5.0,4.0,3.0,8.0,3.0,6.0,8.0,7.0,3.0,3.0,6.0,4.0,3.0,6.0,6.0,7.0,3.0,8.0,5.0,2.0,7.0,4.0,8.0,5.0,8.0,2.0,2.0,3.0,2.0,2.0,4.0,8.0,4.0,6.0,5.0,25,27,1,7,8.96104,45.089461,30,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6392,2.0,2.0,2.0,8.0,3.0,2.0,2.0,8.0,2.0,6.0,4.0,7.0,4.0,9.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,8.0,2.0,6.0,4.0,7.0,4.0,9.0,2.0,2.0,1.0,2.0,3.0,3.0,7.0,6.0,9.0,8.0,8.0,26,30,0,0,15.744455,41.637676,0,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6393,7.0,7.0,5.0,6.0,7.0,8.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,3.0,2.0,8.0,5.0,8.0,2.0,5.0,3.0,6.0,9.0,7.0,7.0,5.0,4.0,7.0,4.0,8.0,2.0,1.0,3.0,2.0,2.0,7.0,6.0,6.0,7.0,8.0,23,30,0,0,8.42474,44.455826,30,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6394,7.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,5.0,4.0,6.0,6.0,8.0,2.0,7.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,3.0,1.0,2.0,3.0,1.0,6.0,7.0,8.0,6.0,7.0,32,24,0,0,11.543683,46.506608,20,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6395,5.0,4.0,6.0,8.0,7.0,6.0,3.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,5.0,3.0,6.0,8.0,8.0,6.0,3.0,7.0,6.0,7.0,8.0,8.0,9.0,9.0,7.0,2.0,2.0,3.0,3.0,2.0,7.0,8.0,9.0,6.0,8.0,21,22,1,93,9.223914,44.555246,40,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
6396,5.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,6.0,6.0,2.0,8.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,6.0,8.0,5.0,6.0,3.0,25,24,0,0,11.082876,45.162637,0,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6397,3.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,5.0,4.0,3.0,2.0,3.0,6.0,6.0,3.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,5.0,3.0,25,30,1,68,14.510112,40.987005,100,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
6398,9.0,9.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,8.0,5.0,8.0,8.0,4.0,4.0,4.0,2.0,4.0,1.0,6.0,5.0,5.0,3.0,3.0,2.0,5.0,7.0,4.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,7.0,8.0,6.0,26,22,1,23,12.401435,38.206517,30,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
